"Môn học","Lớp","Chủ đề","Thể loại","Câu hỏi","Câu trả lời","Hướng dẫn giải","","","","","","",""
"Toán","6","Hình học","Bài tập"," Cho đoạn thẳng MN có O là trung điểm MN. Biết O cách đầu mút M 6cm. Tính độ dài MN.","MN = 12cm","Vì O là trung điểm của MN nên OM = ON = MN/2 

Mà O cách đầu mút M 6cm nên OM = 6cm

Do đó OM = ON = MN/2  = 6cm

MN = 6.2 = 12cm

Vậy MN = 12cm.","","","","","","",""
"Toán","6","Hình học","Bài tập","Cho đoạn thẳng AB dài 10cm. Gọi I là trung điểm của AB. Tính độ dài IA; IB
","IA = IB = AB/2  = 5","Vì I là trung điểm của AB nên IA = IB = AB/2 = 10/2 = 5","","","","","","",""
"Toán","6","Hình học","Bài tập","Một mảnh ruộng hình vuông có cạnh bằng 15m. Năng suất lúa là 0,9 kg/m2. Tính sản lượng thu hoạch được trên mảnh ruộng hình vuông","312,5 kg","Diện tích mảnh ruộng hình vuông là:

152 = 225 (m2).

Sản lượng thu hoạch được là:

225 : 0,9 = 312,5 (kg).

Vậy sản lượng thu hoạch được trên mảnh ruộng hình vuông là 312,5 kg.","","","","","","",""
"Toán","6","Hình học","Bài tập"," Cho tam giác ABC vuông tại A có AB = 3 cm, AC = 4 cm, BC = 5 cm. Tính chu vi tam giác ABC.","12  cm","Chu vi tam giác ABC là:

3 + 4 + 5 = 12 (cm).","","","","","","",""
"Toán","6","Hình học","Bài tập"," Cho tam giác ABC vuông tại A có AB = 3 cm, AC = 4 cm, BC = 5 cm. Tính diện tích tam giác ABC.","6","Diện tích tam giác ABC là:
(3.4)/2 = 6","","","","","","",""
"Toán","6","Hình học","Bài tập","Hình bình hành có độ dài một cạnh là 12 cm và chiều cao tương ứng là 8 cm.","96","Khi đó, diện tích của hình bình hành là:

12 . 8 = 96 (cm2).","","","","","","",""
"Toán","6","Hình học","Bài tập","Hình thoi có độ dài hai đường chéo là 60 m và 50 m có diện tích là:","1500","S = (60.50)/2 = 1500","","","","","","",""
"Toán","6","Hình học","Bài tập","Bác Khôi muốn lát nền cho một căn phòng hình chữ nhật có chiều dài 8 m, chiều rộng 6 m. Loại gạch lát nền được sử dụng là gạch hình chữ nhật có chiều dài 20 cm, chiều rộng 50 cm. Hỏi bác Khôi phải sử dụng bao nhiêu viên gạch (coi mạch vữa không đáng kể)?","480 viên gạch","Diện tích căn phòng hình chữ nhật là:

8 . 6 = 48 (m2)

Diện tích của một viên gạch hình chữ nhật là:

20 . 50 = 1 000 (cm2) = 0,1 (m2).

Số viên gạch bác Khôi cần dùng là:

48 : 0,1 = 480 (viên).

Vậy để lát nền căn phòng hình chữ nhật, bác Khôi phải sử dụng 480 viên gạch.","","","","","","",""
"Toán","6","Hình học","Bài tập","Cho hai điểm M và N cách nhau một khoảng bằng 9 cm. Nếu ta chọn một đoạn thẳng có độ dài 3 cm làm đơn vị độ dài thì đoạn MN có độ dài bằng bao nhiêu đơn vị vừa chọn?","3 cm","Hai điểm M và N cách nhau một khoảng bằng 9 cm hay độ dài đoạn thẳng MN = 9 cm.

Gọi đoạn thẳng đơn vị có độ dài 3 cm là đoạn thẳng AB. 

Khi đó, AB = 3 cm.
Ta có: 9 = 3 . 3 nên MN = 3 . AB.

Do đó độ dài đoạn thẳng MN có độ dài bằng 3 lần độ dài đoạn thẳng AB.

Vậy nếu ta chọn một đoạn thẳng có độ dài 3 cm làm đơn vị độ dài thì đoạn MN bằng 3 đơn vị độ dài đoạn thẳng có độ dài 3 cm.","","","","","","",""
"Toán","7","Đại số","Bài tập","So sánh:– 1,25 và – 1,125","– 1,25 < – 1,125","Có 1,25 > 1,125 nên – 1,25 < – 1,125","","","","","","",""
"Toán","7","Đại số","Bài tập","Hãy viết gọn số thập phân vô hạn tuần hoàn 0,010101…","0,(01)","Ta thấy số 0,010101… phần thập phân có chu kỳ là 01 nên 0,010101… = 0,(01)","","","","","","",""
"Toán","7","Đại số","Bài tập","Hãy viết gọn số thập phân vô hạn tuần hoàn 5,3022121…","5,302(21)","Ta thấy số 5,3022121… phần thập phân có chu kỳ là 21 nên 5,3022121… = 5,302(21)","","","","","","",""
"Toán","7","Đại số","Bài tập","Hãy viết gọn số thập phân vô hạn tuần hoàn 0,1636363…","0,1(63)","Ta thấy số 0,1636363… phần thập phân có chu kỳ là 63 nên 0,1636363… = 0,1(63)","","","","","","",""
"Toán","7","Đại số","Bài tập","So sánh: 28,03 và 28,0(23)","28,03 > 28,0(23)","Vì 3 > 2 nên 28,03 > 28,02323… nên 28,03 > 28,0(23)","","","","","","",""
"Toán","7","Đại số","Bài tập","So sánh: √5 và √7 ","√5 < √7 ","Vì 5 < 7 nên √5 < √7 ","","","","","","",""
"Toán","7","Đại số","Bài tập","Tính giá trị tuyệt đối của -4","4","vì -4 < 0 nên |-4| = 4","","","","","","",""
"Toán","7","Đại số","Bài tập","Tính giá trị tuyệt đối của 22","22-Jan","vì 22 > 0 nên |22| = 22","","","","","","",""
"Toán","7","Đại số","Bài tập","Tìm x, biết |x|=0,37","x = 0,37 hoặc x = – 0,37","|x| = 0,37 thì x = 0,37 hoặc x = – 0,37","","","","","","",""
"Toán","7","Đại số","Bài tập","Tìm x biết |x−1|=2","x = 3 hoặc x = −1","Trường hợp 1:
x−1=2
x = 2 + 1
x = 3
Trường hợp 2:
x − 1 = −2
x = −2+1
x = −1","","","","","","",""
"Toán","7","Đại số","Bài tập","Gọi x, y, z theo thứ tự là số vòng quay của kim giờ, kim phút và kim giây trong cùng một thời gian. Tìm hệ số tỉ lệ của z đối với x.","z = 720x","Trên đồng hồ có 12 số chia mặt đồng hồ thành 12 khoảng bằng nhau.

Khi kim phút quay được một vòng thì kim giờ quay được một khoảng. Do đó, khi kim phút quay được 12 vòng thì kim giờ quay được một vòng.

Vậy y tỉ lệ thuận với x theo hệ số tỉ lệ là 12 tức là y = 12x.

Khi kim giây quay được 60 vòng thì kim phút quay được một vòng. Do đó, z tỉ lệ thuận với y theo hệ số tỉ lệ là 60 tức là z = 60y.

Suy ra, z = 60y = 60 . 12x = 720x

Vậy z tỉ lệ thuận với x theo hệ số tỉ lệ là 720.","","","","","","",""
"Toán","7","Đại số","Bài tập","Hạnh và Vân định làm mứt dẻo từ 2,5kg dâu. Theo công thức, cứ 2kg dâu thì cần 3kg đường. Hạnh bảo cần 3,75kg đường còn Vân bảo cần 3,25kg. Theo em ai đúng và vì sao?","3,75","Gọi khối lượng đường là y (kg), khối lượng dâu là x (kg). (x, y > 0)

Vì khối lượng đường tỉ lệ thuận với khối lượng dâu nên ta có y = ax

Theo điều kiện đề bài x = 2 thì y = 3 suy ra 3 = a . 2 hay 
a=3/2
Do đó: 
y=3/2.x
Khi x = 2,5kg thì y=3/2.2,5=3,75(kg).
Vậy khi làm 2,5kg dâu thì cần 3,75kg đường, tức là Hạnh nói đúng.","","","","","","",""
"Toán","7","Đại số","Bài tập","Cho biết 35 công nhân xây một ngôi nhà hết 168 ngày. Hỏi 28 công nhân xây một ngôi nhà trong bao nhiêu ngày? (Giả sử năng suất làm việc của mỗi công nhân là như nhau)","210 ngày","Vì năng suất làm việc của mỗi người là như nhau nên số công nhân và số ngày xây xong ngôi nhà là hai đại lượng tỉ lệ nghịch.

Gọi số công nhân là y (công nhân); số ngày xây xong ngôi nhà là x (ngày). (y ∈N∗; x > 0)

Ta có x . y = a

Khi y = 35 thì x = 168 nên ta có a = 35 . 168 = 5880.

Do đó x . y = 5880.

Vậy khi y = 28 thì x = 5880 : 28 =210.

Vậy 28 công nhân xây ngôi nhà đó hết 210 ngày.","","","","","","",""
"Toán","7","Đại số","Bài tập","Cho biết 3 người làm cỏ một cánh đồng hết 6 giờ. Hỏi 12 người (có cùng năng suất) làm cỏ cánh đồng đó hết bao nhiêu thời gian?","1,5 giờ","Với cùng một cánh đồng nên số người làm cỏ hết cánh đồng đó và số giờ là hai đại lượng tỉ lệ nghịch.

Hệ số tỉ lệ bằng 3 . 6 = 18.

Gọi số giờ để 12 người làm cỏ hết cánh đồng là x (giờ) (x > 0)

Theo tính chất của đại lượng tỉ lệ nghịch ta có x . 12 = 18 suy ra x = 18 : 12 = 1,5.

Vậy 12 người làm cỏ cánh đồng hết 1,5 giờ ","","","","","","",""
"Toán","7","Đại số","Bài tập","Một xe máy xuất phát từ A để đi đến B với vận tốc x km/giờ. Cùng thời gian đó, một ô tô khởi hành từ B về A với vận tốc y km/giờ. Biết quãng đường AB dài 120 km.
Viết biểu thức đại số biểu thị khoảng thời gian để 2 xe gặp nhau.","120 : (x + y) (giờ)","Do cả hai xe xuất phát cùng lúc nên khi gặp nhau chúng đi hết cùng 1 khoảng thời gian và tổng quãng đường mà hai xe đi là quãng đường AB dài 120 km.

Tổng vận tốc của hai xe là: x + y (km/giờ)
Vậy biểu thức đại số biểu thị khoảng thời gian để 2 xe gặp nhau là: 120 : (x + y) (giờ)","","","","","","",""
"Toán","7","Đại số","Bài tập","Một xe máy xuất phát từ A để đi đến B với vận tốc x km/giờ. Cùng thời gian đó, một ô tô khởi hành từ B về A với vận tốc y km/giờ. Biết quãng đường AB dài 120 km.Tính khoảng thời gian để 2 xe gặp nhau khi x = 36 (km/giờ) và y = 44 (km/giờ)","1,5 giờ","Do cả hai xe xuất phát cùng lúc nên khi gặp nhau chúng đi hết cùng 1 khoảng thời gian và tổng quãng đường mà hai xe đi là quãng đường AB dài 120 km.

Tổng vận tốc của hai xe là: x + y (km/giờ)

Vậy biểu thức đại số biểu thị khoảng thời gian để 2 xe gặp nhau là: 120 : (x + y) (giờ)

 Thay x = 36 và y = 44 vào biểu thức 120 : (x + y), ta được:

120 : (36 + 44) = 1,5 (giờ)

Vậy 2 xe gặp nhau sau 1,5 giờ.","","","","","","",""
"Toán","7","Đại số","Bài tập","Một xe khách đi từ Hà Nội đến Hải Phòng với vận tốc 60 km/h. Sau đó 30 phút, một xe du lịch cũng đi từ Hà Nội đến Hải Phòng với vận tốc 80km/h. Cả hai xe đều không nghỉ dọc đường.Gọi A(x) là đa thức biểu thị quãng đường xe du lịch đi được và B(x) là đa thức biểu thị quãng đường xe khách đi được kể từ khi xuất phát đến khi xe du lịch đi được x giờ. Tìm A(x) và B(x).","A(x) = 80x và B(x) = 60x + 30","Quãng đường xe du lịch đi được sau x giờ là: 80x (km)

Khi xe du lịch đi được x giờ thì xe khách đi được khoảng thời gian là:

x giờ + 30 phút = x + 0,5 (giờ)

Quãng đường xe khách đi được sau khi xe du lịch đi được x giờ là:

60 . (x + 0,5) = 60x + 30 (km)

Vậy A(x) = 80x; B(x) = 60x + 30.","","","","","","",""
"Toán","7","Đại số","Bài tập","Trong một ống cắm bút có 1 bút vàng, 1 bút đỏ và 1 bút đen. Lần lượt lấy ra 2 bút từ ống. Gọi A là biến cố: ''Lấy được bút đỏ ở lần thứ nhất''. Hãy nêu tập hợp các kết quả làm cho biến cố A xảy ra.","X = {đỏ - vàng, đỏ - đen}","Vì trong ống cắm bút có 1 bút vàng, 1 bút đỏ, 1 bút đen, nên nếu lần thứ nhất lấy bút đỏ thì trong hộp chỉ còn bút vàng và bút đen.

Do đóở lần lấy thứ hai chỉ lấy được hoặc bút vàng hoặc bút đen.

Vậy tập hợp các kết quả làm cho biến cố A xảy ra là X = {đỏ - vàng, đỏ - đen}.","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Bất đẳng thức tam giác","Trong một tam giác, độ dài của một cạnh bất kì luôn nhỏ hơn tổng độ dài hai cạnh còn lại.","","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho tam giác ABC, điểm D nằm giữa B và C. Chứng minh rằng AD nhỏ hơn nửa chu vi tam giác ABC.","AD nhỏ hơn nửa chu vi tam giác ABC","Xét tam giác ABD, áp dụng định lí ta có:

AD < AB + BD (1)

 Xét tam giác ADC , áp dụng định lí ta có:

AD < AC + DC (2)

Cộng vế với vế của (1) và (2) ta có:

2AD < (AB + BD) + (AC + CD)

Hay 2AF < AB + (BD + CD) + AC

Suy ra 2AF < AB + BC + AC
Tương đương với AF < (AB + BC + AC)/2
Mà (AB + BC + AC)/2 là nửa chu vi tam giác ABC
Vậy suy ra Vậy suy ra AD nhỏ hơn nửa chu vi tam giác ABC (đpcm)","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho điểm M nằm bên trong tam giác ABC. Gọi N là giao điểm của đường thẳng AM và cạnh BC. So sánh MB với MN + NB, từ đó suy ra MA + MB < NA + NB.","MA + MB < NA + NB ","MB < MN + NB

Từ đó suy ra MA + MB < MA + MN + NB.

Do đó MA + MB < (MA + MN) + NB = NA + NB.

Vậy MA + MB < NA + NB (đpcm).","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho tam giác ABC có AB = 1 và BC = 7. Hãy tìm độ dài cạnh CA biết rằng đó là một số nguyên.","AC = 7.","ét tam giác ABC:

Theo định lí ta có: AC < AB + BC = 1 + 7 = 8 (1)

Theo tinh chất ta có: AC > BC – AB = 7 – 1 = 6 (2)

Từ (1) và (2) suy ra 6 < AC < 8.

Mà độ dài cạnh AC là một số nguyên nên suy ra AC = 7.","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho hình hộp chữ nhật có độ dài hai cạnh của đáy là 20 cm, 35 cm và chiều cao bằng tổng hai cạnh đáy. Tính diện tích xung quanh  hình hộp chữ nhật trên.","6050","Diện tích xung quanh của hình hộp chữ nhật là:

Sxq = 2 . (20 + 35).55 = 6 050 (cm2).","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho hình hộp chữ nhật có độ dài hai cạnh của đáy là 20 cm, 35 cm và chiều cao bằng tổng hai cạnh đáy.  thể tích của hình hộp chữ nhật trên.","38500","Thể tích của hình hộp chữ nhật là:

V = 20 . 35 . 55 = 38 500 (cm3).","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Một thùng đựng đồ đa năng (không có nắp) có dạng hình lập phương cạnh 40 cm với khung bằng thép, đáy và các mặt bên được bọc bằng vải. Coi phần các mép vải khâu nổi không đáng kể. Tính diện tích vải để làm cái thùng đựng đồ đa năng đó","8000","Diện tích xung quanh của hình lập phương là:

Sxq = 4. 402 = 6 400 (cm2).

Diện tích đáy của hình lập phương là:

Sđáy = 402 = 1 600 (cm2).

Diện tích vải cần dùng để làm cái thùng là:

6 400 + 1 600 = 8 000 (cm2)

Vậy cần 8 000 cm2 vải để may một thùng đựng đồ đa năng đó.","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Một bể bơi có chiều dài 20 m, chiều rộng 7 m, sâu 3 m. Hỏi người thợ phải dùng bao nhiêu viên gạch ốp lát để lát đáy và xung quanh thành bể đó? Biết rằng mỗi viên gạch có chiều dài 40 cm, rộng 25 cm và coi diện tích mạch vữa lát không đáng kể","3020 viên","Diện tích đáy bể là:

20 . 7 = 140 (m2).

Diện tích xung quanh thành bể là:

2 . (20 + 7) . 3 = 162 (m2).

Diện tích cần lát gạch là:

140 + 162 = 302 (m2).

Diện tích một viên gạch là:

40. 25 = 1 000 (cm2) = 0,1 (m2).

Số viên gạch ốp lát cần dùng là:

302 : 0,1 = 3 020 (viên)

Vậy số viên gạch ốp tường cần dùng 3 020 viên.","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Một hình lập phương có cạnh 5 cm. Nếu cạnh của hình lập phương tăng lên ba lần thì thể tích tăng lên bao nhiêu lần?","27 lần","Thể tích hình lập phương là:

53 = 125 (cm3).

Cạnh hình lập phương mới là:

5 . 3 = 15 (cm).

Thể tích hình lập phương mới là: 153 = 3 375 (cm3).

Thể tích hình lập phương mới tăng lên số lần là:

3375 : 125 = 27 (lần)

Vậy khi độ dài cạnh tăng lên 3 lần thì thể tích hình lập phương tăng lên 27 lần.","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Một hình hộp chữ nhật có diện tích đáy bằng 1 800 cm2. Chiều dài hơn chiều cao 40 cm và chiều dài cũng gấp ba lần chiều cao. Tính diện tích xung quanh  hình hộp đó","3600","Gọi chiều cao của hình hộp chữ nhật là a (cm, a > 0).

Khi đó chiều dài của hình hộp chữ nhật là 3a (cm).

Khi đó chiều dài hơn chiều cao là 3a – a = 2a (cm).

Mà theo bài chiều dài hơn chiều cao 40 cm nên ta có 2a = 40

Do đó a = 20 (cm).

Khi đó chiều cao hình hộp chữ nhật là 20 cm.

Chiều dài hình hộp chữ nhật là:

20 + 40 = 60 (cm).

Chiều rộng hình hộp chữ nhật là:

1800 : 60 = 30 (cm).

Diện tích xung quanh của hình hộp chữ nhật là:

2 . (60 + 30) . 20 = 3 600 (cm2).","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Một hình hộp chữ nhật có diện tích đáy bằng 1 800 cm2. Chiều dài hơn chiều cao 40 cm và chiều dài cũng gấp ba lần chiều cao. Tính  thể tích hình hộp đó","36000","Gọi chiều cao của hình hộp chữ nhật là a (cm, a > 0).

Khi đó chiều dài của hình hộp chữ nhật là 3a (cm).

Khi đó chiều dài hơn chiều cao là 3a – a = 2a (cm).

Mà theo bài chiều dài hơn chiều cao 40 cm nên ta có 2a = 40

Do đó a = 20 (cm).

Khi đó chiều cao hình hộp chữ nhật là 20 cm.

Chiều dài hình hộp chữ nhật là:

20 + 40 = 60 (cm).

Chiều rộng hình hộp chữ nhật là:

1 800 : 60 = 30 (cm).

Thể tích hình hộp chữ nhật là:

60 . 30 . 20 = 36 000 (cm3).","","","","","","",""
"Toán","7","HÌnh học","Bài tập","Cho hình lăng trụ đứng tam giác vuông có độ dài ba cạnh đáy là 6 cm, 8 cm, 10 cm. Biết diện tích xung quanh của hình lăng trụ đólà 288 cm2. Tính thể tích lăng trụ đó.","288","Diện tích một mặt đáy của hình lăng trụ đứng tam giác đó là:
1/2.6 . 8 = 24 (cm2).
Diện tích xung quanh của hình lăng trụ đứng tam giác đó được tính bởi:

(6 + 10 + 8) . h = 24h (cm2)
Mà diện tích xung quanh của hình lăng trụ đứng tam giác đó là 288 cm2 nên ta có:

24h = 288
Suy ra: h = 12 (cm).

Thể tích lăng trụ đó là:

24 . 12 = 288 (cm3)

Vậy thể tích lăng trụ đứng tam giác là 288 cm3.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Tập hợp số hữu tỉ được kí hiệu là
A. ℕ;

B. ℤ;

C. ℚ;

D. ℝ.","C","","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Số hữu tỉ có thể là
A. số thập phân có thể viết dưới dạng phân số thập phân;

B. số nguyên;

C. hỗn số;

D. Cả A, B và C đều đúng.","D","Số hữu tỉ có thể là số thập phân có thể viết dưới dạng phân số thập phân ","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Trên trục số, hai điểm biểu diễn của hai số hữu tỉ đối nhau
A. nằm về cùng một phía so với điểm O;

B. nằm về hai phía khác nhau so với điểm O;

C. nằm về hai phía khác nhau so với điểm O và có cùng khoảng cách đến O;

D. trùng nhau.","C","Trên trục số, hai điểm biểu diễn của hai số hữu tỉ đối nhau nằm về hai phía khác nhau so với điểm O và có cùng khoảng cách đến O.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Cho ba số hữu tỉ a, b, c. Nếu a < b và b < c thì

A. a < c;

B. a = c;

C. a > c;

D. a 
≤
 c","A","Cho ba số hữu tỉ a, b, c. Nếu a < b và b < c thì a < c (tính chất bắc cầu).","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Trên trục số, nếu a < b thì

A. điểm a trùng với điểm b;

B. điểm a nằm trước điểm b;

C. điểm a nằm sau điểm b;

D. điểm b nằm trước điểm a.","B","Trên trục số, nếu a < b thì điểm a nằm trước điểm b.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Kết quả của phép tính -0,32.(-0,75) bằng

A. 0,24;

B. 0,25;

C. -0,24;

D. -0,25.","A","(-0,32).(-0,75) = 0,32.0,75 = 0.24","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Giá trị của biểu thức 6,25+[1,75 -( 0,75 - 2,75 )] là
A. 6;

B. 6,5;

C. 9,5;

D. 10."," D","6,25+[1,75 -( 0,75 - 2,75 )]
= 6,25+[1,75 - 0,75 + 2,75 ]
= 6,25+1,75 -0,75 + 2,75 
= 10","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Khoai tây là một trong những loại thức ăn ưa thích của người Việt Nam. Trong 100 g khoai tây khô có 11 g nước; 6,6 g protein; 0,3 g chất béo; 75,1 g glucid và các chất khác. Khối lượng các chất còn lại trong 100 g khoai tây khô là:

A. 93 g;

B. 7 g;

C. 9 g;

D. 3 g.","B","Khối lượng các chất còn lại trong 100 g khoai tây khô là:

100 – (11 + 6,6 + 0,3 + 75,1) = 100 – 93 = 7 (g)","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Ngăn đựng sách của một giá sách trong thư viện dài 120 cm  Người ta dự định xếp các cuốn sách dày khoảng 2,5 cm vào ngăn này. Hỏi ngăn sách đó có thể để được nhiều nhất bao nhiêu cuốn sách như vậy?
A. 50 cuốn sách;

B. 48 cuốn sách;

C. 40 cuốn sách;

D. 25 cuốn sách.","Ngăn sách đó có thể để được nhiều nhất số cuốn sách như thế là:

120 : 2,5 = 48 (cuốn sách)","","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Theo dự báo thời tiết tỉnh Lào Cai, ngày 7 – 02 – 2022, nhiệt độ thấp nhất tại thị xã Sa Pa là – 0,9°C; nhiệt độ tại thành phố Lào Cai khoảng 10,7°C. Nhiệt độ tại thành phố Lào Cai cao hơn nhiệt độ tại thị xã Sa Pa là

A. 10°C;

B. 9,8°C;

C. 11,6°C;

D. 9°C.","C","Nhiệt độ tại thành phố Lào Cai cao hơn nhiệt độ tại thị xã Sa Pa là:

10,7 – (− 0,9) = 10,7 + 0,9 = 11,6 (°C)","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Với các biểu thức không có dấu ngoặc, ta thực hiện theo thứ tự:

A. Nhân và chia ⇒ Lũy thừa ⇒ Cộng và trừ;

B. Nhân và chia ⇒ Cộng và trừ ⇒ Lũy thừa;

C. Lũy thừa ⇒ Nhân và chia ⇒ Cộng và trừ;

D. Lũy thừa ⇒ Cộng và trừ ⇒ Nhân và chia.","C","Với các biểu thức không có dấu ngoặc, ta thực hiện theo thứ tự:

Lũy thừa ⇒ Nhân và chia ⇒ Cộng và trừ.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Với các biểu thức chỉ có phép cộng và phép trừ hoặc chỉ có phép nhân và phép chia ta thực hiện các phép tính theo thứ tự

A. từ phải sang trái;

B. từ trái sang phải;

C. phép nhân (phép cộng) trước;

D. phép chia (phép trừ) trước.","B","Với các biểu thức chỉ có phép cộng và phép trừ hoặc chỉ có phép nhân và phép chia ta thực hiện các phép tính theo thứ tự từ trái sang phải.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Khi chuyển một số hạng từ vế này sang vế kia của một đẳng thức, ta phải

A. đổi dấu số hạng đó: dấu “+” đổi thành dấu “–” và dấu “–” đổi thành dấu “+”;

B. giữ nguyên dấu của số hạng đó;

C. giữ nguyên dấu “+” và dấu “–” đổi thành dấu “+”;

D. giữ nguyên dấu “−” và dấu “+” đổi thành dấu “−”.","A","Khi chuyển một số hạng từ vế này sang vế kia của một đẳng thức, ta phải đổi dấu số hạng đó: dấu “+” đổi thành dấu “–” và dấu “–” đổi thành dấu “+”.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Tìm x, biết: 
x+0,25 = 0,75
A. x = 0,5
B. x = 0,2
C. x = 0,85
D. x = 1","A","x + 0,25 = 0,75
x = 0,75 - 0,25
x = 0,5","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Tính −1,2+(−0,8)+0,25+5,75−2022

A. -2022;

B. -2018;

C. -2016;

D. -2030.","B","−1,2+(−0,8)+0,25+5,75−2022
= (−1,2+(−0,8))+(0,25+5,75)−2022

= -2 + 6 - 2022

= 4 - 2022 = - 2018","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Vào dịp tết Nguyên đán, bà An gói bánh chưng cho gia đình. Nguyên liệu để làm bánh gồm gạo nếp, đậu xanh, thịt lợn và lá dong. Mỗi cái bánh chưng sau khi nói lặng khoảng 0,9 kg gồm 0,5 kg gạo; 0,125 kg đậu xanh; 0,04 kg lá dong, còn lại là thịt. Hỏi khối lượng thịt trong mỗi cái bánh chưng là khoảng bao nhiêu?
A. 0,235 kg;

B. 0,2 kg;

C. 0,35 kg;

D. 0,325 kg.","A","Khối lượng thịt trong mỗi cái bánh chưng là:

0,9 – (0,5 + 0,125 + 0,04) = 0,235 (kg)","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Đâu không phải là số thập phân vô hạn tuần hoàn?

A. 2,47123123…;

B. 3,101001000…;

C. 5,33333…;

D. 7,21212….","B","2,47123123…=2,47(123) là số thập phân vô hạn tuần hoàn.

3,101001000… có phần thập phân không tuần hoàn nên 3,101001000… không phải số thập phân vô hạn tuần hoàn.

5,33333…=5,(3) là số thập phân vô hạn tuần hoàn.

7,21212…=7,(21) là số thập phân vô hạn tuần hoàn.","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Hãy viết gọn số thập phân vô hạn tuần hoàn 3,2121212…?

A. 3,21;

B. 3,(12);

C. 3,(21);

D. 3,12.","C","3,2121212…=3,(21)","","","","","","",""
"Toán","7","Đại số","Bài tập trắc nghiệm","Cạnh của bàn cờ vua bằng bao nhiêu, biết bàn cơ vua hình vuông có diện tích bằng 400 cm2?

A.12 cm;

B. 20 cm;

C. 40 cm;

D. 10 cm.","B","Gọi cạnh của bàn cờ là a

Ta có: Diện tích bàn cờ = a2 = 400
Nên ta được 
a=√400=√202=20

Vậy cạnh của bàn cờ là 20 cm.","","","","","","",""
"Toán","7","Hình học","Bài tập trắc nghiệm","Chọn đáp án đúng. Tính chất của hai góc kề bù là:

A. Hai góc có một cạnh chung, hai cạnh còn lại là hai tia đối nhau;

B. Hai góc kề bù có tổng số đo bằng 180o;                        

C. Hai góc mà mỗi cạnh của góc này là tia đối của một cạnh của góc kia;                                                                        

D. Hai góc bằng nhau.","B","Đáp án A là định nghĩa về hai góc kề bù.

Tính chất của hai góc kề bù: hai góc kề bù có tổng số đo bằng 180o.","","","","","","",""
"Toán","7","Hình học","Bài tập trắc nghiệm","Chọn đáp án sai. Hai góc đối đỉnh là:

A. Hai góc bằng nhau;

B. Hai góc mà mỗi cạnh của góc này là tia đối của một cạnh của góc kia;

C. Hai góc có tổng số đo bằng 180o;

D. Hai góc được tạo bởi hai đường thẳng cắt nhau.","C","Hai góc có tổng số đo bằng 180o là hai góc bù nhau.","","","","","","",""
"Toán","7","Hình học","Bài tập trắc nghiệm","Hai góc đối đỉnh thì:

A. Có hiệu bằng 180°;

B.Có tổng bằng 180°;

C.Kề nhau;

D.Bằng nhau.","D","Hai góc đối đỉnh thì bằng nhau.","","","","","","",""
"Toán","7","Hình học","Bài tập trắc nghiệm","Hai đường thẳng xx’, yy’ cắt nhau và trong các góc tạo thành có một góc vuông được gọi là

A. Hai đường thẳng song song;

B. Hai đường thẳng trùng nhau;

C. Hai đường thẳng cắt nhau;

D. Hai đường thẳng vuông góc.","D","Hai đường thẳng xx’, yy’ cắt nhau và trong các góc tạo thành có một góc vuông được gọi là hai đường thẳng vuông góc.","","","","","","",""
